sample,arabinose,AHL,fluo,time,mean,sd
Homogenous_onsite,0.0002,0.00625,mKate,16.66666667,92.90134628,30.39514047
Homogenous_onsite,0.0002,0.025,GFP,16.66666667,67029.92835,17637.97401
Homogenous_onsite,0.0002,0.025,mKate,16.66666667,183.0177013,106.4907592
Homogenous_onsite,0.0002,0.1,GFP,16.66666667,22881.9639,7408.128826
Homogenous_onsite,0.0002,0.1,mKate,16.66666667,846.9774726,714.6675816
Homogenous_onsite,0.0002,10,GFP,16.66666667,9455.429502,3325.883893
Homogenous_onsite,0.0002,10,mKate,16.66666667,2176.163178,2210.672409
Homogenous_onsite,0.002,0,GFP,16.66666667,129216.943,16354.00916
Homogenous_onsite,0.002,0,mKate,16.66666667,72.1663205,24.50083937
Homogenous_onsite,0.002,0.0015625,GFP,16.66666667,124959.9356,11312.99636
Homogenous_onsite,0.002,0.0015625,mKate,16.66666667,68.94885949,17.05181745
Homogenous_onsite,0.002,0.00625,GFP,16.66666667,121150.3174,6836.493627
Homogenous_onsite,0.002,0.00625,mKate,16.66666667,78.35130395,27.91939998
Homogenous_onsite,0.002,0.025,GFP,16.66666667,87433.97823,7329.155843
Homogenous_onsite,0.002,0.025,mKate,16.66666667,178.2505144,98.84884275
Homogenous_onsite,0.002,0.1,GFP,16.66666667,36313.96207,8591.488846
Homogenous_onsite,0.002,0.1,mKate,16.66666667,790.6237237,726.9707209
Homogenous_onsite,0.002,10,GFP,16.66666667,8992.945382,2163.401269
Homogenous_onsite,0.002,10,mKate,16.66666667,2471.873257,2257.660029
Homogenous_onsite,0.02,0,GFP,16.66666667,134213.3222,21202.05178
Homogenous_onsite,0.02,0,mKate,16.66666667,82.36356513,34.54570861
Homogenous_onsite,0.02,0.0015625,GFP,16.66666667,134835.174,22493.17451
Homogenous_onsite,0.02,0.0015625,mKate,16.66666667,71.42213738,30.72345226
Homogenous_onsite,0.02,0.00625,GFP,16.66666667,129998.6382,14962.61552
Homogenous_onsite,0.02,0.00625,mKate,16.66666667,85.56101524,29.0589348
Homogenous_onsite,0.02,0.025,GFP,16.66666667,98020.24908,1315.026757
Homogenous_onsite,0.02,0.025,mKate,16.66666667,186.0909485,115.2619708
Homogenous_onsite,0.02,0.1,GFP,16.66666667,35525.07624,5255.467866
Homogenous_onsite,0.02,0.1,mKate,16.66666667,991.9854325,897.9546338
Homogenous_onsite,0.02,10,GFP,16.66666667,9866.408796,2003.25256
Homogenous_onsite,0.02,10,mKate,16.66666667,2635.805388,2478.897665
Homogenous_onsite,0.2,0,GFP,16.66666667,153841.087,31237.0397
Homogenous_onsite,0.2,0,mKate,16.66666667,94.26944955,46.02841467
Homogenous_onsite,0.2,0.0015625,GFP,16.66666667,153002.1944,24681.99856
Homogenous_onsite,0.2,0.0015625,mKate,16.66666667,95.35207343,43.3757495
Homogenous_onsite,0.2,0.00625,GFP,16.66666667,147441.021,21387.70054
Homogenous_onsite,0.2,0.00625,mKate,16.66666667,107.0131745,55.05776602
Homogenous_onsite,0.2,0.025,GFP,16.66666667,106982.2185,9954.923367
Homogenous_onsite,0.2,0.025,mKate,16.66666667,267.672704,175.7138011
Homogenous_onsite,0.2,0.1,GFP,16.66666667,38105.14549,4785.787839
Homogenous_onsite,0.2,0.1,mKate,16.66666667,1247.888327,1246.511089
Homogenous_onsite,0.2,10,GFP,16.66666667,10709.22595,2331.309764
Homogenous_onsite,0.2,10,mKate,16.66666667,2793.675791,2899.721808
