sample,ARA,AHL,fluo,time,Experimental,sd,Estimated
HetOFF,0.2,0.0015625,GFP,16.66666667,0.8738786565165324,0.10713056958687081,0.8621964753959057
HetOFF,0.2,0.00625,GFP,16.66666667,0.6453661244179536,0.07357752845240292,0.6100113380858402
HetOFF,0.2,0.025,GFP,16.66666667,0.22236473959420813,0.0372557573610463,0.2811156221313384
HetOFF,0.2,0.1,GFP,16.66666667,0.11462250914742013,0.01992241244711829,0.08905496113543764
